LEDGERNAME,SEGMENT3,SEGMENT4,FIN_CATEGORY,ACCOUNTS_ID,NAME
"US Primary Ledger",63542,523,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63542,610,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63542,620,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63542,710,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63542,730,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63542,810,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63542,820,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63542,830,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63542,840,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63542,850,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",15910,121,PPE,21,"US Primary Ledger"
"US Primary Ledger",64510,110,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",64510,710,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",52150,000,"VARIANCE EXP",21,"US Primary Ledger"
"US Primary Ledger",14100,000,"FG INV",21,"US Primary Ledger"
"US Primary Ledger",78610,121,"OTHER INC",21,"US Primary Ledger"
"US Primary Ledger",78620,121,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",12101,000,AR,21,"US Primary Ledger"
"US Primary Ledger",62520,430,FREIGHT,21,"US Primary Ledger"
"US Primary Ledger",24500,000,"DEFERRED REVENUE",21,"US Primary Ledger"
"US Primary Ledger",49100,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",12190,000,AR,21,"US Primary Ledger"
"US Primary Ledger",43000,121,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",25200,000,"TAX LIAB",21,"US Primary Ledger"
"US Primary Ledger",24500,000,"DEFERRED REVENUE",21,"US Primary Ledger"
"US Primary Ledger",12190,000,AR,21,"US Primary Ledger"
"US Primary Ledger",42000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",49100,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",25200,000,"TAX LIAB",21,"US Primary Ledger"
"US Primary Ledger",12101,000,AR,21,"US Primary Ledger"
"US Primary Ledger",62520,120,FREIGHT,21,"US Primary Ledger"
"US Primary Ledger",49100,120,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",78110,430,"OTHER INC",21,"US Primary Ledger"
"US Primary Ledger",13100,000,"OTHER CA",21,"US Primary Ledger"
"US Primary Ledger",46000,620,"OTHER INC",21,"US Primary Ledger"
"US Primary Ledger",62520,620,FREIGHT,21,"US Primary Ledger"
"US Primary Ledger",49100,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",43000,000,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",62520,000,FREIGHT,21,"US Primary Ledger"
"US Primary Ledger",49100,000,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,120,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,120,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",62520,120,FREIGHT,21,"US Primary Ledger"
"US Primary Ledger",41000,120,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,120,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",12120,000,AR,21,"US Primary Ledger"
"US Primary Ledger",12130,000,AR,21,"US Primary Ledger"
"US Primary Ledger",12140,000,AR,21,"US Primary Ledger"
"US Primary Ledger",11101,000,CASH,21,"US Primary Ledger"
"US Primary Ledger",12160,000,AR,21,"US Primary Ledger"
"US Primary Ledger",18100,000,"OTHER CA",21,"US Primary Ledger"
"US Primary Ledger",18100,000,"OTHER CA",21,"US Primary Ledger"
"US Primary Ledger",29100,000,"OTHER CL",21,"US Primary Ledger"
"US Primary Ledger",63530,110,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,120,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,121,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,220,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,231,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",33100,000,"RET EARNING",21,"US Primary Ledger"
"US Primary Ledger",35000,000,"OTHER EQUITY",21,"US Primary Ledger"
"US Primary Ledger",29900,000,"OTHER CL",21,"US Primary Ledger"
"US Primary Ledger",78550,000,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",22100,000,AP,21,"US Primary Ledger"
"US Primary Ledger",13500,000,"PPAID EXP",21,"US Primary Ledger"
"US Primary Ledger",77300,410,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",12350,000,AR,21,"US Primary Ledger"
"US Primary Ledger",64510,730,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",64510,810,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",64510,820,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",64510,830,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",64510,840,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",64510,850,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",41000,120,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",25200,000,"TAX LIAB",21,"US Primary Ledger"
"US Primary Ledger",24500,000,"DEFERRED REVENUE",21,"US Primary Ledger"
"US Primary Ledger",12190,000,AR,21,"US Primary Ledger"
"US Primary Ledger",18100,000,"OTHER CA",21,"US Primary Ledger"
"US Primary Ledger",62520,121,FREIGHT,21,"US Primary Ledger"
"US Primary Ledger",49100,121,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",62520,430,FREIGHT,21,"US Primary Ledger"
"US Primary Ledger",11200,000,CASH,21,"US Primary Ledger"
"US Primary Ledger",12145,000,AR,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",29100,000,"OTHER CL",21,"US Primary Ledger"
"US Primary Ledger",11501,000,CASH,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,468,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",16120,000,"ACC DEPCN",21,"US Primary Ledger"
"US Primary Ledger",16130,000,"ACC DEPCN",21,"US Primary Ledger"
"US Primary Ledger",16140,000,"ACC DEPCN",21,"US Primary Ledger"
"US Primary Ledger",16150,000,"ACC DEPCN",21,"US Primary Ledger"
"US Primary Ledger",16160,000,"ACC DEPCN",21,"US Primary Ledger"
"US Primary Ledger",16170,000,"ACC DEPCN",21,"US Primary Ledger"
"US Primary Ledger",16310,000,"ACC DEPCN",21,"US Primary Ledger"
"US Primary Ledger",16600,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",16700,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",16800,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",17100,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",17500,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",21100,000,"OTHER LIAB",21,"US Primary Ledger"
"US Primary Ledger",21200,000,"ST BORR",21,"US Primary Ledger"
"US Primary Ledger",22190,000,"OTHER LIAB",21,"US Primary Ledger"
"US Primary Ledger",22270,000,AP,21,"US Primary Ledger"
"US Primary Ledger",23100,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23200,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23210,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23300,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23400,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23500,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23510,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23520,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23600,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23700,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23900,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,121,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",25100,000,"OTHER CL",21,"US Primary Ledger"
"US Primary Ledger",25400,000,"TAX LIAB",21,"US Primary Ledger"
"US Primary Ledger",26700,000,"LT DEBT",21,"US Primary Ledger"
"US Primary Ledger",31000,000,"CMMN STOCK",21,"US Primary Ledger"
"US Primary Ledger",78990,000,"INC TAX",21,"US Primary Ledger"
"US Primary Ledger",68150,121,DEPCN,21,"US Primary Ledger"
"US Primary Ledger",68160,000,DEPCN,21,"US Primary Ledger"
"US Primary Ledger",68170,000,DEPCN,21,"US Primary Ledger"
"US Primary Ledger",22200,000,AP,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",52180,120,"DEFERRED COGS",21,"US Primary Ledger"
"US Primary Ledger",51100,120,COGS,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",68150,000,DEPCN,21,"US Primary Ledger"
"US Primary Ledger",78550,000,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",29100,000,"OTHER CL",21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",12300,000,AR,21,"US Primary Ledger"
"US Primary Ledger",49000,121,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",68120,000,DEPCN,21,"US Primary Ledger"
"US Primary Ledger",68010,000,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",68130,000,DEPCN,21,"US Primary Ledger"
"US Primary Ledger",68140,000,DEPCN,21,"US Primary Ledger"
"US Primary Ledger",33100,000,"RET EARNING",21,"US Primary Ledger"
"US Primary Ledger",35000,000,"OTHER EQUITY",21,"US Primary Ledger"
"US Primary Ledger",29900,000,"OTHER CL",21,"US Primary Ledger"
"US Primary Ledger",78550,000,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,440,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",33100,000,"RET EARNING",21,"US Primary Ledger"
"US Primary Ledger",35000,000,"OTHER EQUITY",21,"US Primary Ledger"
"US Primary Ledger",29900,000,"OTHER CL",21,"US Primary Ledger"
"US Primary Ledger",52150,120,"VARIANCE EXP",21,"US Primary Ledger"
"US Primary Ledger",50600,120,"RM CONS",21,"US Primary Ledger"
"US Primary Ledger",18100,000,"OTHER CA",21,"US Primary Ledger"
"US Primary Ledger",29900,000,"OTHER CL",21,"US Primary Ledger"
"US Primary Ledger",78550,000,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",41000,000,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",25300,000,"TAX LIAB",21,"US Primary Ledger"
"US Primary Ledger",26100,000,"LT DEBT",21,"US Primary Ledger"
"US Primary Ledger",26900,000,"LT DEBT",21,"US Primary Ledger"
"US Primary Ledger",32000,000,"CMMN STOCK",21,"US Primary Ledger"
"US Primary Ledger",18800,000,"OTHER CA",21,"US Primary Ledger"
"US Primary Ledger",52120,120,"VARIANCE EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,250,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,440,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,450,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,461,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,462,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,463,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,464,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,510,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,521,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,522,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,523,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,610,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,620,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,710,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,730,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,810,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,820,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,830,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,840,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63530,850,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",78110,440,"OTHER INC",21,"US Primary Ledger"
"US Primary Ledger",11102,000,CASH,21,"US Primary Ledger"
"US Primary Ledger",11300,000,CASH,21,"US Primary Ledger"
"US Primary Ledger",11503,000,CASH,21,"US Primary Ledger"
"US Primary Ledger",12110,000,AR,21,"US Primary Ledger"
"US Primary Ledger",12170,000,AR,21,"US Primary Ledger"
"US Primary Ledger",12300,000,AR,21,"US Primary Ledger"
"US Primary Ledger",13400,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",11103,000,CASH,21,"US Primary Ledger"
"US Primary Ledger",11502,000,CASH,21,"US Primary Ledger"
"US Primary Ledger",12310,000,AR,21,"US Primary Ledger"
"US Primary Ledger",12150,000,AR,21,"US Primary Ledger"
"US Primary Ledger",12200,000,AR,21,"US Primary Ledger"
"US Primary Ledger",13300,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",14200,000,"FG INV",21,"US Primary Ledger"
"US Primary Ledger",14300,000,"FG INV",21,"US Primary Ledger"
"US Primary Ledger",14400,000,"FG INV",21,"US Primary Ledger"
"US Primary Ledger",14500,000,"FG INV",21,"US Primary Ledger"
"US Primary Ledger",14600,000,"FG INV",21,"US Primary Ledger"
"US Primary Ledger",14710,000,"WIP INV",21,"US Primary Ledger"
"US Primary Ledger",14720,000,"WIP INV",21,"US Primary Ledger"
"US Primary Ledger",14730,000,"WIP INV",21,"US Primary Ledger"
"US Primary Ledger",14740,000,"WIP INV",21,"US Primary Ledger"
"US Primary Ledger",14750,000,"WIP INV",21,"US Primary Ledger"
"US Primary Ledger",15110,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15120,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15130,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15140,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15150,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15160,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15170,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15310,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15350,000,GOODWILL,21,"US Primary Ledger"
"US Primary Ledger",15400,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15500,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15910,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15930,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",52110,120,"VARIANCE EXP",21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",12350,000,AR,21,"US Primary Ledger"
"US Primary Ledger",13300,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",12101,000,AR,21,"US Primary Ledger"
"US Primary Ledger",25200,000,"TAX LIAB",21,"US Primary Ledger"
"US Primary Ledger",24500,000,"DEFERRED REVENUE",21,"US Primary Ledger"
"US Primary Ledger",12310,000,AR,21,"US Primary Ledger"
"US Primary Ledger",12190,000,AR,21,"US Primary Ledger"
"US Primary Ledger",13100,000,"OTHER CA",21,"US Primary Ledger"
"US Primary Ledger",22100,000,AP,21,"US Primary Ledger"
"US Primary Ledger",13500,000,"PPAID EXP",21,"US Primary Ledger"
"US Primary Ledger",24220,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",11200,000,CASH,21,"US Primary Ledger"
"US Primary Ledger",12145,000,AR,21,"US Primary Ledger"
"US Primary Ledger",21100,000,"OTHER LIAB",21,"US Primary Ledger"
"US Primary Ledger",12140,000,AR,21,"US Primary Ledger"
"US Primary Ledger",12120,000,AR,21,"US Primary Ledger"
"US Primary Ledger",12110,000,AR,21,"US Primary Ledger"
"US Primary Ledger",12150,000,AR,21,"US Primary Ledger"
"US Primary Ledger",11300,000,CASH,21,"US Primary Ledger"
"US Primary Ledger",12200,000,AR,21,"US Primary Ledger"
"US Primary Ledger",12300,000,AR,21,"US Primary Ledger"
"US Primary Ledger",13400,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",14100,000,"FG INV",21,"US Primary Ledger"
"US Primary Ledger",14200,000,"FG INV",21,"US Primary Ledger"
"US Primary Ledger",14300,000,"FG INV",21,"US Primary Ledger"
"US Primary Ledger",14400,000,"FG INV",21,"US Primary Ledger"
"US Primary Ledger",14500,000,"FG INV",21,"US Primary Ledger"
"US Primary Ledger",62520,510,FREIGHT,21,"US Primary Ledger"
"US Primary Ledger",62540,510,FREIGHT,21,"US Primary Ledger"
"US Primary Ledger",62510,510,FREIGHT,21,"US Primary Ledger"
"US Primary Ledger",63510,110,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,120,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,121,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,140,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,141,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,142,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,143,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,170,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,171,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,210,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,220,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,221,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,222,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,223,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,230,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,231,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,232,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,233,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,250,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,251,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,252,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",63170,710,"OTHER MKTG EXP",21,"US Primary Ledger"
"US Primary Ledger",14600,000,"FG INV",21,"US Primary Ledger"
"US Primary Ledger",14710,000,"WIP INV",21,"US Primary Ledger"
"US Primary Ledger",14720,000,"WIP INV",21,"US Primary Ledger"
"US Primary Ledger",14730,000,"WIP INV",21,"US Primary Ledger"
"US Primary Ledger",14740,000,"WIP INV",21,"US Primary Ledger"
"US Primary Ledger",14750,000,"WIP INV",21,"US Primary Ledger"
"US Primary Ledger",15110,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15120,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15130,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15140,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15150,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15160,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15910,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",15400,000,PPE,21,"US Primary Ledger"
"US Primary Ledger",16120,000,"ACC DEPCN",21,"US Primary Ledger"
"US Primary Ledger",16130,000,"ACC DEPCN",21,"US Primary Ledger"
"US Primary Ledger",16140,000,"ACC DEPCN",21,"US Primary Ledger"
"US Primary Ledger",16150,000,"ACC DEPCN",21,"US Primary Ledger"
"US Primary Ledger",16160,000,"ACC DEPCN",21,"US Primary Ledger"
"US Primary Ledger",16600,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",16700,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",16800,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",17100,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",15350,000,GOODWILL,21,"US Primary Ledger"
"US Primary Ledger",17500,000,"OTHER ASSET",21,"US Primary Ledger"
"US Primary Ledger",22210,000,AP,21,"US Primary Ledger"
"US Primary Ledger",22270,000,AP,21,"US Primary Ledger"
"US Primary Ledger",23300,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23600,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23400,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23100,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",25210,000,"TAX LIAB",21,"US Primary Ledger"
"US Primary Ledger",25300,000,"TAX LIAB",21,"US Primary Ledger"
"US Primary Ledger",23500,000,"ACC LIAB",21,"US Primary Ledger"
"US Primary Ledger",23900,000,"ACC LIAB",21,"US Primary Ledger"
